Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),walk-jump
2.558984079E2,-3.241237351E-1,9.370011055E0,1.236323291E0,9.456778450E0,1
2.559083329E2,7.782328284E-1,6.370788791E0,3.226201236E-1,6.426249287E0,1
2.559182579E2,1.693907969E0,4.369951116E0,-7.871267357E-1,4.752406282E0,1
2.559281819E2,2.391617036E0,3.265491017E0,-1.074142579E0,4.187725625E0,1
2.559381069E2,2.739698276E0,2.501116090E0,-8.109772360E-1,3.797263806E0,1
2.559480319E2,2.702742119E0,1.326519808E0,-2.197608760E-1,3.018735597E0,1
2.559579569E2,1.858905870E0,-3.796351540E-1,6.569405258E-1,2.007791009E0,1
2.559678819E2,4.102795342E-1,-2.159718218E0,5.872709513E-1,2.275433859E0,1
2.559778069E2,-6.160904154E-1,-3.563272169E0,-4.294546008E-2,3.616396032E0,1
2.559877309E2,-1.274593317E0,-4.661703204E0,-7.849135646E-1,4.896136660E0,1
2.559976559E2,-1.764063155E0,-5.606797441E0,-1.395232340E0,6.041090103E0,1
2.560075809E2,-2.110466828E0,-6.325233718E0,-1.741501966E0,6.891696520E0,1
2.560175059E2,-2.416446068E0,-7.145547203E0,-1.778115037E0,7.749822548E0,1
2.560274309E2,-2.626310239E0,-8.023576800E0,-1.650671464E0,8.602325640E0,1
2.560373559E2,-2.858163157E0,-8.979329342E0,-1.621996718E0,9.561816010E0,1
2.560472799E2,-2.952721405E0,-9.702222367E0,-1.644396670E0,1.027403149E1,1
2.560572049E2,-3.002866250E0,-9.984120727E0,-1.627344435E0,1.055216197E1,1
2.560671299E2,-3.050238052E0,-1.006774994E1,-1.735599348E0,1.066188755E1,1
2.560770549E2,-2.923972108E0,-9.860297749E0,-1.946003655E0,1.046718753E1,1
2.560869799E2,-2.617582685E0,-9.763549719E0,-2.237866255E0,1.035310039E1,1
2.560969049E2,-2.297611350E0,-9.692980258E0,-2.448782340E0,1.025813917E1,1
2.561068289E2,-1.985718236E0,-9.542903867E0,-2.482433066E0,1.005845739E1,1
2.561167539E2,-1.784180500E0,-9.584617903E0,-2.463008616E0,1.005557616E1,1
2.561266789E2,-1.675866385E0,-9.801209296E0,-2.518548394E0,1.025745182E1,1
2.561366039E2,-1.638698266E0,-9.880035610E0,-2.610523342E0,1.034965061E1,1
2.561465289E2,-1.670260075E0,-9.828837390E0,-2.651325213E0,1.031626573E1,1
2.561564539E2,-1.684742751E0,-9.780432385E0,-2.664785503E0,1.027600591E1,1
2.561663779E2,-1.679032068E0,-9.758376102E0,-2.703208727E0,1.026413125E1,1
2.561763029E2,-1.658251356E0,-9.771141744E0,-2.719094442E0,1.027708534E1,1
2.561862279E2,-1.614522661E0,-9.698794144E0,-2.710567740E0,1.019904254E1,1
2.561961529E2,-1.509812185E0,-9.389392236E0,-2.644965489E0,9.870970664E0,1
2.562060779E2,-1.216423169E0,-8.563613943E0,-2.343572512E0,8.961445264E0,1
2.562160029E2,-8.906920347E-1,-6.783821486E0,-1.353995290E0,6.974730784E0,1
2.562259269E2,-1.445895978E0,-5.012276527E0,-1.382126829E-1,5.218489619E0,1
2.562358519E2,-2.272166022E0,-3.296564875E0,1.155909165E0,4.167277817E0,1
2.562457769E2,-2.738366280E0,9.629007626E-1,5.726737282E0,6.420385320E0,1
2.562557019E2,-1.690088860E0,1.104949044E1,1.509489945E1,1.878306760E1,1
2.562656269E2,2.072456126E0,2.225021559E1,1.103924377E1,2.492452751E1,1
2.562755519E2,6.617687472E0,2.698194388E1,4.272975630E0,2.810831557E1,1
2.562854759E2,1.053837011E1,2.742258304E1,5.180348893E0,2.983104624E1,1
2.562954009E2,9.106125628E0,2.271634393E1,6.864410736E0,2.541798458E1,1
2.563053259E2,3.489120411E0,1.241364702E1,7.635968383E0,1.498601370E1,1
2.563152509E2,2.167106321E0,7.799864668E0,5.358394271E0,9.708070242E0,1
2.563251759E2,1.793656206E0,9.123369652E0,2.951412506E0,9.755199238E0,1
2.563351009E2,7.136370291E-1,1.280805224E1,3.671909635E0,1.334310310E1,1
2.563450249E2,2.309566275E0,1.511089743E1,4.080173634E0,1.582154020E1,1
2.563549499E2,5.351007484E0,1.225340875E1,1.604564853E0,1.346677153E1,1
2.563648749E2,6.345171554E0,9.065747096E0,1.388573384E-1,1.106653757E1,1
2.563747999E2,5.399058148E0,7.865424820E0,-2.093528321E-1,9.542461165E0,1
2.563847249E2,4.001882924E0,6.969899184E0,-5.937520051E-1,8.058976549E0,1
2.563946499E2,2.852059541E0,5.801744195E0,-9.227719063E-1,6.530389523E0,1
2.564045739E2,1.906883151E0,4.555589104E0,-9.852967680E-1,5.035911552E0,1
2.564144989E2,1.139953868E0,3.096793583E0,-9.157485232E-1,3.424648986E0,1
2.564244239E2,3.261869252E-1,1.281774575E0,-9.681144324E-1,1.639081916E0,1
2.564343489E2,-3.397992432E-1,-2.080486107E-1,-7.810994259E-1,8.768489398E-1,1
2.564442739E2,-1.037248694E0,-1.805145400E0,-5.984031728E-1,2.166222778E0,1
2.564541989E2,-1.731478668E0,-3.212292464E0,-4.627360752E-1,3.678446130E0,1
2.564641229E2,-2.357487423E0,-4.386920906E0,-2.835023971E-1,4.988305884E0,1
2.564740479E2,-2.982215346E0,-5.402537241E0,-2.376099403E-1,6.175554671E0,1
2.564839729E2,-3.363580691E0,-6.348609132E0,-2.041368234E-1,7.187501987E0,1
2.564938979E2,-3.734101205E0,-7.435017707E0,-2.216908957E-1,8.322989065E0,1
2.565038229E2,-3.916952994E0,-8.327577635E0,-3.629239579E-1,9.209928546E0,1
2.565137479E2,-4.155752404E0,-9.014966952E0,-4.054185976E-1,9.935002336E0,1
2.565236719E2,-4.273630225E0,-9.438783082E0,-4.642584709E-1,1.037159955E1,1
2.565335969E2,-4.385317892E0,-9.643574794E0,-6.542005936E-1,1.061402498E1,1
2.565435219E2,-4.470756530E0,-9.888914022E0,-6.604079247E-1,1.087264564E1,1
2.565534469E2,-4.655034162E0,-1.007188977E1,-5.899781390E-1,1.111127269E1,1
2.565633719E2,-4.782746707E0,-1.024273606E1,-8.217898341E-1,1.133418045E1,1
2.565732969E2,-4.852242912E0,-9.751643034E0,-1.177371370E0,1.095559247E1,1
2.565832209E2,-4.773729716E0,-8.586519826E0,-1.337569876E0,9.914933752E0,1
2.565931459E2,-4.561459708E0,-7.898947492E0,-1.381119938E0,9.225387712E0,1
2.566030709E2,-4.349247003E0,-8.200104241E0,-1.395251489E0,9.386393651E0,1
2.566129959E2,-4.091496767E0,-8.897690517E0,-1.360641089E0,9.887395334E0,1
2.566229209E2,-3.711823314E0,-9.646858006E0,-1.299466349E0,1.041768278E1,1
2.566328459E2,-3.247290097E0,-9.947575629E0,-1.528506026E0,1.057522976E1,1
2.566427699E2,-2.973043403E0,-9.837567283E0,-1.924091799E0,1.045556533E1,1
2.566526954E2,-2.743785480E0,-9.644390481E0,-2.030353249E0,1.023058947E1,1
2.566626204E2,-2.163253883E0,-9.469552301E0,-1.636912965E0,9.850460507E0,1
2.566725454E2,-9.605998832E-1,-9.364776043E0,-5.926229078E-1,9.432549199E0,1
2.566824704E2,-1.116882801E0,-8.174693996E0,-1.198956367E0,8.337298452E0,1
2.566923954E2,-2.078737936E0,-6.222973518E0,-2.804527525E0,7.135259312E0,1
2.567023194E2,-1.430064349E0,-4.290884482E0,-3.401106659E0,5.659001695E0,1
2.567122444E2,-3.766080505E-1,-1.111729943E0,-2.130262869E0,2.432241143E0,1
2.567221694E2,2.511856256E0,9.291709237E0,1.278659179E1,1.600444350E1,1
2.567320944E2,6.579015741E0,1.873881992E1,2.162099204E1,2.935803326E1,1
2.567420194E2,1.018696415E1,2.038409075E1,5.726806279E0,2.349641897E1,1
2.567519444E2,1.303049085E1,2.001013558E1,-5.485780542E0,2.450087766E1,1
2.567618694E2,1.179235579E1,2.031068715E1,-8.414628643E-1,2.350088780E1,1
2.567717934E2,4.312953628E0,1.546584564E1,6.355648595E0,1.726812727E1,1
2.567817184E2,9.505499813E-1,9.044532813E0,6.469686842E0,1.116082286E1,1
2.567916434E2,1.583404072E0,7.826192926E0,4.317085270E0,9.077096970E0,1
2.568015684E2,1.045618106E0,9.242648174E0,7.311025161E-1,9.330293317E0,1
2.568114934E2,-9.163121948E-1,1.337372123E1,-5.098070383E-1,1.341476615E1,1
2.568214184E2,-2.259726655E0,1.790482454E1,1.911772885E0,1.814783684E1,1
2.568313424E2,-3.359423613E0,1.919694459E1,4.531673407E0,2.000860996E1,1
2.568412674E2,-3.412937915E0,1.518144876E1,4.327458816E0,1.615089569E1,1
2.568511924E2,-1.304893589E0,9.560654259E0,1.859201739E0,9.826774051E0,1
2.568611174E2,3.960210988E-1,6.214451786E0,-1.153410065E-1,6.228125501E0,1
2.568710424E2,1.275211660E0,4.333529980E0,-6.044127949E-1,4.557517053E0,1
2.568809674E2,1.845609009E0,3.243964493E0,-1.511331291E-1,3.735293759E0,1
2.568908914E2,1.978594281E0,2.577973647E0,3.906232417E-1,3.273128468E0,1
2.569008164E2,1.549333808E0,1.633852971E0,6.990901798E-1,2.357676369E0,1
2.569107414E2,5.566274482E-1,7.221767414E-1,5.883632112E-1,1.085147285E0,1
2.569206664E2,-6.511248851E-1,-8.827290040E-1,1.388962224E-1,1.105651967E0,1
2.569305914E2,-1.769280333E0,-2.287854102E0,-2.204242426E-1,2.900554453E0,1
2.569405164E2,-2.596023417E0,-3.519411035E0,-7.161190259E-1,4.431525479E0,1
2.569504414E2,-3.041179546E0,-4.731661631E0,-1.163895292E0,5.743870391E0,1
2.569603654E2,-3.440502859E0,-5.853793770E0,-1.316241572E0,6.916390193E0,1
2.569702904E2,-3.790371008E0,-6.919447653E0,-1.438608593E0,8.019679725E0,1
2.569802154E2,-4.004714146E0,-7.873343704E0,-1.618504469E0,8.980358188E0,1
2.569901404E2,-4.053410051E0,-8.554273016E0,-1.715417390E0,9.620206687E0,1
2.570000654E2,-4.081138717E0,-9.083955910E0,-1.676863482E0,1.009880287E1,1
2.570099904E2,-4.000034327E0,-9.334199198E0,-1.551842994E0,1.027306020E1,1
2.570199144E2,-3.799357301E0,-9.529102099E0,-1.482997877E0,1.036523928E1,1
2.570298394E2,-3.599593026E0,-9.716547461E0,-1.422840407E0,1.045910318E1,1
2.570397644E2,-3.508427625E0,-9.998876760E0,-1.341975753E0,1.068117502E1,1
2.570496894E2,-3.476894760E0,-1.045169683E1,-1.478844454E0,1.111367378E1,1
2.570596144E2,-3.419469840E0,-1.073400275E1,-1.749533701E0,1.140054635E1,1
2.570695394E2,-3.186872571E0,-1.068676075E1,-1.841898658E0,1.130290241E1,1
2.570794634E2,-2.779088337E0,-1.026171495E1,-1.787040081E0,1.078052123E1,1
2.570893884E2,-2.495141697E0,-9.796428612E0,-1.721285802E0,1.025468529E1,1
2.570993134E2,-2.307132956E0,-9.557326024E0,-1.706364877E0,9.978828804E0,1
2.571092384E2,-2.091043547E0,-9.429548575E0,-1.772442361E0,9.819898236E0,1
2.571191634E2,-1.905035723E0,-9.339970400E0,-1.806980256E0,9.702029985E0,1
2.571290884E2,-1.561952392E0,-9.331216534E0,-1.632361493E0,9.600828158E0,1
2.571390134E2,-9.975709507E-1,-9.308755624E0,-7.921597266E-1,9.395509359E0,1
2.571489374E2,-2.149644050E-1,-8.986301562E0,8.532888579E-1,9.029281662E0,1
2.571588624E2,1.086043124E0,-7.664445493E0,4.576751931E0,8.992767795E0,1
2.571687874E2,2.301599444E0,-4.881755564E0,1.025246349E1,1.158628089E1,1
2.571787124E2,1.545306246E0,-3.088785236E0,9.685696381E0,1.028305791E1,1
2.571886374E2,-3.733219153E-1,-1.894267491E0,3.892284176E0,4.344823896E0,1
2.571985624E2,-3.908603463E-1,7.383442926E-1,1.158530764E0,1.428326866E0,1
2.572084864E2,9.050019255E-1,3.326329542E0,-1.316777762E0,3.690176199E0,1
2.572184114E2,4.095214719E0,8.968658173E0,1.950736392E-1,9.861321754E0,1
2.572283364E2,9.068858399E0,1.903009780E1,7.496384236E0,2.237374782E1,1
2.572382614E2,1.206339880E1,2.521203848E1,7.457610179E0,2.892729550E1,1
2.572481864E2,9.341128734E0,2.363433574E1,9.819812505E-1,2.543231800E1,1
2.572581114E2,3.165035852E0,1.819565218E1,-8.128401589E-1,1.848674983E1,1
2.572680364E2,-3.190455014E-1,1.448054186E1,-4.918983324E-1,1.449240651E1,1
2.572779604E2,-2.184872063E0,1.366210357E1,1.161311846E0,1.388435757E1,1
2.572878854E2,-4.477095496E0,1.404260762E1,3.272292206E0,1.509791738E1,1
2.572978104E2,-5.472958767E0,1.428391753E1,4.060053949E0,1.582616870E1,1
2.573077354E2,-3.777910591E0,1.287834980E1,2.628822788E0,1.367608172E1,1
2.573176604E2,-5.252109432E-1,1.064611442E1,1.233704031E0,1.073022014E1,1
2.573275854E2,1.886139130E0,8.817491861E0,7.737174623E-1,9.050100676E0,1
2.573375094E2,2.787355422E0,7.294474032E0,4.700744770E-1,7.823021901E0,1
2.573474344E2,2.714214648E0,5.678597156E0,1.994681141E-1,6.297079827E0,1
2.573573594E2,2.094238758E0,4.041338766E0,-2.819055225E-1,4.560452359E0,1
2.573672844E2,1.508724603E0,2.779478053E0,-7.228646663E-1,3.244114903E0,1
2.573772094E2,1.083064845E0,2.189167135E0,-9.733549994E-1,2.629239844E0,1
2.573871344E2,5.362209579E-1,1.423979445E0,-1.028869634E0,1.836796967E0,1
2.573970594E2,-2.574476427E-1,3.636909664E-2,-9.214552595E-1,9.574350083E-1,1
2.574069834E2,-1.225570554E0,-1.412425346E0,-7.207523596E-1,2.004108905E0,1
2.574169084E2,-2.263797779E0,-2.998616493E0,-5.556563719E-1,3.798056775E0,1
2.574268334E2,-3.150977099E0,-4.776565323E0,-6.796769853E-1,5.762481564E0,1
2.574367584E2,-3.733255113E0,-5.906021685E0,-9.203542288E-1,7.047363889E0,1
2.574466834E2,-4.083167408E0,-6.971432324E0,-1.268001459E0,8.178077551E0,1
2.574566084E2,-4.230769258E0,-8.086685799E0,-1.654963174E0,9.275386721E0,1
2.574665324E2,-4.254893115E0,-8.934123348E0,-1.848529547E0,1.006676397E1,1
2.574764574E2,-4.220641588E0,-9.385379877E0,-1.784707627E0,1.044434546E1,1
2.574863824E2,-4.135606992E0,-9.640987401E0,-1.561634742E0,1.060615794E1,1
2.574963074E2,-4.051989470E0,-9.905536487E0,-1.354869449E0,1.078767551E1,1
2.575062324E2,-3.923668814E0,-1.018849962E1,-1.257626744E0,1.099010130E1,1
2.575161574E2,-3.815798795E0,-1.062527728E1,-1.285706243E0,1.136265278E1,1
2.575260824E2,-3.636447441E0,-1.094021884E1,-1.340106983E0,1.160637863E1,1
2.575360064E2,-3.359032142E0,-1.097065827E1,-1.247831488E0,1.154103649E1,1
2.575459314E2,-2.940087326E0,-1.079187030E1,-1.003721344E0,1.123013956E1,1
2.575558564E2,-2.456487216E0,-1.020786093E1,-7.900588220E-1,1.052895755E1,1
2.575657814E2,-2.193212531E0,-9.618858029E0,-7.647012019E-1,9.895321061E0,1
2.575757064E2,-2.074664911E0,-9.122196701E0,-1.037967317E0,9.412549245E0,1
2.575856314E2,-2.070786161E0,-8.722789772E0,-1.524161983E0,9.093859823E0,1
2.575955554E2,-2.089933161E0,-8.433299387E0,-2.070202170E0,8.931634576E0,1
2.576054804E2,-2.040162538E0,-8.261652617E0,-2.615526220E0,8.902704340E0,1
2.576154054E2,-1.917547596E0,-8.193010983E0,-2.933062774E0,8.910963752E0,1
2.576253304E2,-1.736508151E0,-8.187595877E0,-2.995602254E0,8.889646768E0,1
2.576352554E2,-1.465161384E0,-8.203463466E0,-2.859342833E0,8.810184570E0,1
2.576451804E2,-7.386135569E-1,-8.018877393E0,-2.370116240E0,8.394366898E0,1
2.576551045E2,1.172805572E0,-7.394977729E0,7.108914690E-1,7.521072743E0,1
2.576650285E2,3.314760826E0,-5.970661485E0,5.994235704E0,9.086655026E0,1
2.576749535E2,3.523653482E0,-1.140742072E0,1.100868623E1,1.161501609E1,1
2.576848785E2,2.681391888E0,7.487948458E0,1.523516012E1,1.718631253E1,1
2.576948035E2,3.997417991E0,1.473083426E1,1.183742964E1,1.931583726E1,1
2.577047285E2,6.853321491E0,2.217453625E1,3.683738844E0,2.349995756E1,1
2.577146535E2,1.137581652E1,2.743260984E1,3.347837940E-1,2.969965260E1,1
2.577245785E2,1.179488530E1,2.498613949E1,5.693394120E0,2.821065796E1,1
2.577345025E2,3.661719692E0,1.315862439E1,5.916389968E0,1.488493390E1,1
2.577444275E2,-1.201339107E0,4.723190185E0,-1.988462627E-2,4.873616375E0,1
2.577543525E2,-2.580278619E0,4.426618237E0,-2.112003769E0,5.541962350E0,1
2.577642775E2,-5.436263981E0,8.783097954E0,3.433756927E-1,1.033507052E1,1
2.577742025E2,-8.595486531E0,1.703578094E1,5.616668125E0,1.989088188E1,1
2.577841275E2,-8.056432305E0,2.268850651E1,6.679398401E0,2.498577179E1,1
2.577940525E2,-3.874623538E0,2.008518109E1,1.598558593E0,2.051786043E1,1
2.578039765E2,4.073997805E-1,1.385252400E1,-8.169086516E-1,1.388256948E1,1
2.578139015E2,3.104668028E0,9.059950166E0,-2.240676427E-1,9.579763405E0,1
2.578238265E2,4.595087630E0,6.069216304E0,9.216483638E-2,7.613061883E0,1
2.578337515E2,5.097001512E0,4.194750409E0,-6.959297597E-2,6.601530019E0,1
2.578436765E2,4.795854996E0,2.469791386E0,2.304726827E-1,5.399371471E0,1
2.578536015E2,3.751787863E0,1.294254287E0,5.501949263E-1,4.006709471E0,1
2.578635255E2,2.206088100E0,4.622878861E-1,5.392254035E-1,2.317606271E0,1
2.578734505E2,7.043439031E-1,-3.584249640E-1,4.191284180E-1,8.945599026E-1,1
2.578833755E2,-7.305967319E-1,-1.425219054E0,-9.067759708E-2,1.604133213E0,1
2.578933005E2,-1.869837824E0,-2.855001860E0,-7.875733168E-1,3.502513503E0,1
2.579032255E2,-2.524028697E0,-4.086589199E0,-1.219143294E0,4.955526462E0,1
2.579131505E2,-2.987844460E0,-5.428381934E0,-1.385630042E0,6.349371272E0,1
2.579230755E2,-3.395100692E0,-6.880885266E0,-1.524218262E0,7.822821234E0,1
2.579329995E2,-3.696151314E0,-8.294088292E0,-1.539595270E0,9.209983101E0,1
2.579429245E2,-3.891112102E0,-9.166654835E0,-1.128464674E0,1.002206300E1,1
2.579528495E2,-4.093314374E0,-9.839109778E0,-5.142427361E-1,1.066900883E1,1
2.579627745E2,-4.313524316E0,-1.037268809E1,-2.167761648E-1,1.123593085E1,1
2.579726995E2,-4.478682723E0,-1.072424725E1,-3.630426563E-2,1.162193598E1,1
2.579826245E2,-4.629798749E0,-1.072539564E1,1.536034316E-1,1.168301084E1,1
2.579925495E2,-4.815640219E0,-1.089312887E1,2.906194087E-1,1.191365213E1,1
2.580024735E2,-4.951989979E0,-1.091066350E1,3.341473246E-1,1.198651064E1,1
2.580123985E2,-4.625588169E0,-1.019539934E1,1.859828999E-1,1.119717925E1,1
2.580223235E2,-3.668230567E0,-8.716962436E0,-1.001799072E-1,9.457874266E0,1
2.580322485E2,-2.897743545E0,-7.912621790E0,-5.834878758E-1,8.446712932E0,1
2.580421735E2,-2.544029975E0,-7.762536628E0,-1.161957525E0,8.251012587E0,1
2.580520985E2,-2.435875489E0,-7.876481320E0,-1.531524943E0,8.385583822E0,1
2.580620235E2,-2.444616491E0,-7.950878368E0,-1.770069707E0,8.504455502E0,1
2.580719475E2,-2.449163286E0,-8.007670619E0,-1.976961154E0,8.604043524E0,1
2.580818725E2,-2.491562032E0,-8.134515438E0,-2.149782775E0,8.774952350E0,1
2.580917975E2,-2.568832402E0,-8.271015179E0,-2.291044489E0,8.958653741E0,1
2.581017225E2,-2.547240389E0,-8.396616880E0,-2.509430830E0,9.126272608E0,1
2.581116475E2,-2.382159458E0,-8.370775695E0,-2.689783520E0,9.109308689E0,1
2.581215725E2,-2.076406505E0,-8.197620928E0,-2.684219309E0,8.872287538E0,1
2.581314975E2,-1.569726557E0,-7.951648446E0,-2.539363897E0,8.493593084E0,1
2.581414215E2,-6.252462780E-1,-6.866281845E0,-2.042619246E0,7.190900685E0,1
2.581513465E2,-2.797746509E-2,-4.669986370E0,-1.458737633E0,4.892593475E0,1
2.581612715E2,6.349549949E-2,-2.496720738E0,-1.011649146E0,2.694639144E0,1
2.581711965E2,1.091908759E0,2.980034627E0,4.745892584E0,5.709322861E0,1
2.581811215E2,2.878007438E0,1.411242338E1,1.747585993E1,2.264617188E1,1
2.581910465E2,6.217023976E0,2.499382507E1,1.576195566E1,3.019572693E1,1
2.582009715E2,1.171997662E1,3.071955663E1,6.178711849E0,3.345482763E1,1
2.582108955E2,1.625595650E1,2.946220412E1,6.608085759E0,3.429204559E1,1
2.582208205E2,1.288554305E1,1.976430227E1,5.524638798E0,2.423193136E1,1
2.582307455E2,4.819699649E0,9.704674104E0,2.952970204E0,1.123077189E1,1
2.582406705E2,5.171283370E-1,6.934402492E0,3.280630628E0,7.688686296E0,1
2.582505955E2,-1.651835791E0,7.201676381E0,3.093760632E0,8.010247126E0,1
2.582605205E2,-2.535551220E0,1.023755309E1,9.734175646E-1,1.059169745E1,1
2.582704455E2,-1.917263128E0,1.276825726E1,4.047885601E-1,1.291774535E1,1
2.582803695E2,-7.363232026E-1,1.291466569E1,1.911198104E0,1.307606362E1,1
2.582902945E2,9.515720746E-1,1.236430353E1,3.980657532E0,1.302409788E1,1
2.583002195E2,3.041702871E0,1.010712626E1,3.757618414E0,1.120382318E1,1
2.583101445E2,3.772534077E0,6.936434984E0,1.801145904E0,8.098782021E0,1
2.583200695E2,3.331418081E0,4.296132942E0,5.051435915E-1,5.459878638E0,1
2.583299945E2,2.979585853E0,2.637795340E0,5.771655008E-2,3.979852675E0,1
2.583399195E2,2.810378834E0,1.237480747E0,-1.175987627E-1,3.073014360E0,1
2.583498435E2,2.052428827E0,-1.006912755E0,-3.395057130E-1,2.311190498E0,1
2.583597685E2,6.855912977E-1,-3.006635950E0,-4.799534941E-1,3.120937442E0,1
2.583696935E2,-6.648249114E-1,-4.700475506E0,-6.673224033E-1,4.793931720E0,1
2.583796185E2,-1.757208756E0,-6.325030820E0,-9.294184363E-1,6.630054005E0,1
2.583895435E2,-2.517500865E0,-7.044284538E0,-1.221664760E0,7.579724272E0,1
2.583994685E2,-3.009392327E0,-7.575007651E0,-1.618000585E0,8.309940372E0,1
2.584093935E2,-3.395830132E0,-7.956607470E0,-2.077227015E0,8.896861064E0,1
2.584193175E2,-3.590804661E0,-8.309986871E0,-2.362995939E0,9.355934466E0,1
2.584292425E2,-3.775968439E0,-8.710010097E0,-2.250825439E0,9.756455745E0,1
2.584391675E2,-3.908504352E0,-9.091711657E0,-2.017537176E0,1.009980611E1,1
2.584490925E2,-4.073650188E0,-9.356246710E0,-1.947114626E0,1.038870703E1,1
2.584590175E2,-4.143676150E0,-9.402248510E0,-1.931213854E0,1.045475567E1,1
2.584689425E2,-4.059662186E0,-9.262910530E0,-1.903893178E0,1.029112131E1,1
2.584788675E2,-3.853387913E0,-9.272070778E0,-1.992156898E0,1.023662952E1,1
2.584887925E2,-3.561844279E0,-9.264165927E0,-2.290131007E0,1.018607898E1,1
2.584987165E2,-3.500285085E0,-9.211937428E0,-2.556278138E0,1.018068489E1,1
2.585086415E2,-3.346181131E0,-9.115505732E0,-2.777454332E0,1.009968442E1,1
2.585185665E2,-2.915230520E0,-8.672895480E0,-3.035150481E0,9.640011590E0,1
2.585284915E2,-2.523861466E0,-8.223745118E0,-3.165552161E0,9.166274105E0,1
2.585384165E2,-2.366452959E0,-8.091311531E0,-2.967415166E0,8.937280049E0,1
2.585483415E2,-2.374874412E0,-8.221682221E0,-2.613871458E0,8.948095384E0,1
2.585582665E2,-2.509596014E0,-8.409637460E0,-2.201144279E0,9.047934046E0,1
2.585681905E2,-2.640670416E0,-8.459238805E0,-1.601800289E0,9.005422010E0,1
2.585781155E2,-2.723913133E0,-8.688226880E0,-5.704681000E-1,9.123070915E0,1
2.585880405E2,-2.754226560E0,-9.184536206E0,1.213107506E0,9.665045219E0,1
2.585979655E2,-2.318225124E0,-9.351791131E0,3.788982294E0,1.035309383E1,1
2.586078905E2,-5.004243037E-1,-8.737531772E0,7.317889207E0,1.140817200E1,1
2.586178155E2,1.502699924E0,-7.585961825E0,7.291484935E0,1.062876646E1,1
2.586277405E2,1.634179246E0,-5.412604392E0,3.655386573E0,6.732657656E0,1
2.586376645E2,2.813129657E0,6.488585043E-1,6.915126561E0,7.493576661E0,1
2.586475895E2,2.659523594E0,1.235272722E1,1.522354053E1,1.978431504E1,1
2.586575145E2,7.790020296E-1,1.649770612E1,1.443195149E1,2.193313419E1,1
2.586674395E2,3.574431872E0,1.580229677E1,4.318531287E-1,1.620727131E1,1
2.586773645E2,1.069736994E1,1.723668893E1,5.032458776E0,2.090126337E1,1
2.586872895E2,1.649691909E1,1.889485170E1,1.335734435E1,2.841799445E1,1
2.586972145E2,1.102244589E1,1.163297590E1,1.874728435E-1,1.602671482E1,1
2.587071385E2,4.081898855E0,8.308684112E0,-8.287480938E0,1.242491329E1,1
2.587170635E2,8.851481433E-1,1.035596622E1,-7.303229068E0,1.270301848E1,1
2.587269885E2,-3.450869388E0,1.867966013E1,-1.709184989E-1,1.899651061E1,1
2.587369135E2,-6.000391653E0,2.701641907E1,8.380283852E0,2.891575274E1,1
2.587468385E2,-4.500817650E0,2.343841893E1,5.981101103E0,2.460468272E1,1
2.587567635E2,-1.285403942E0,1.424954175E1,-1.595955997E0,1.439613764E1,1
2.587666885E2,6.556045832E-1,8.788270401E0,-3.187838824E0,9.371543649E0,1
2.587766135E2,2.296142968E0,6.257535825E0,-1.765906636E0,6.895466146E0,1
2.587865375E2,3.537823917E0,4.518914198E0,-2.731456625E-1,5.745554120E0,1
2.587964625E2,3.768227602E0,2.933230589E0,8.298663738E-1,4.846860752E0,1
2.588063875E2,2.870142056E0,1.847814286E0,1.340705153E0,3.667372815E0,1
2.588163125E2,1.420994733E0,1.339968404E0,1.159156709E0,2.271207967E0,1
2.588262375E2,2.811928931E-1,7.883391559E-1,8.110599741E-1,1.165489747E0,1
2.588361625E2,-5.594580853E-1,-6.060054302E-2,5.195742273E-1,7.659132802E-1,1
2.588460875E2,-1.424593695E0,-1.362085497E0,1.423352623E-1,1.976108151E0,1
2.588560115E2,-2.218752292E0,-2.953686488E0,-3.212998223E-1,3.708147675E0,1
2.588659365E2,-2.805365724E0,-4.281342410E0,-7.887032913E-1,5.178998220E0,1
2.588758615E2,-3.265640998E0,-5.435137807E0,-1.047896035E0,6.426758142E0,1
2.588857865E2,-3.681244422E0,-6.700926095E0,-1.304671687E0,7.756038888E0,1
2.588957115E2,-3.991542124E0,-8.140607652E0,-1.617252141E0,9.209636581E0,1
2.589056365E2,-4.132904117E0,-9.053576701E0,-1.749889212E0,1.010496214E1,1
2.589155615E2,-4.193397071E0,-9.395824174E0,-1.465173225E0,1.039292180E1,1
2.589254865E2,-4.188514646E0,-9.441418422E0,-1.276932496E0,1.040742972E1,1
2.589354105E2,-4.104951795E0,-9.444716837E0,-1.134432488E0,1.036051362E1,1
2.589453355E2,-4.024880024E0,-9.728492153E0,-1.007139773E0,1.057627294E1,1
2.589552605E2,-3.944671135E0,-1.024368565E1,-9.810230380E-1,1.102070470E1,1
2.589651855E2,-3.820344420E0,-1.062119124E1,-1.037013125E0,1.133490764E1,1
2.589751105E2,-3.734693820E0,-1.076684772E1,-1.053669430E0,1.144478777E1,1
2.589850355E2,-3.604848796E0,-1.075337574E1,-1.065871473E0,1.139149273E1,1
2.589949605E2,-3.539675145E0,-1.071429646E1,-1.145544975E0,1.134185708E1,1
