"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.247520208E0,1.506318766E1,-7.233750113E0,8.982052390E0,1.897113672E1
2.257481208E0,1.674905103E1,-5.778965782E0,6.787797593E0,1.897370159E1
2.267441208E0,1.628788932E1,-3.851862667E0,4.914351452E0,1.744371046E1
2.277401208E0,1.126719631E1,-2.320653473E0,5.005837573E0,1.254565881E1
2.287361208E0,3.509683314E0,-1.810514313E0,5.997177438E0,7.180666840E0
2.297321208E0,-1.442824436E0,-2.163120128E0,4.408678980E0,5.118327988E0
2.307281208E0,-2.953120478E0,-2.141312352E0,1.784764345E0,4.060975611E0
2.317241208E0,-3.115003567E0,-1.615423132E0,6.333949578E-1,3.565673609E0
2.327201208E0,-3.361734433E0,-6.178928196E-1,-2.793665153E-1,3.429445375E0
2.337161208E0,-3.156041080E0,5.857845891E-1,-1.512489333E0,3.548431043E0
2.347121208E0,-3.693748401E0,1.540178822E0,-3.101278397E0,5.062988816E0
2.357081208E0,-4.706967085E0,2.434100567E0,-4.066367773E0,6.679500847E0
2.367042208E0,-5.862358772E0,2.998067440E0,-4.467599033E0,7.957078601E0
2.377002208E0,-6.068024057E0,3.657430467E0,-5.129923090E0,8.747218100E0
2.386962208E0,-4.952990438E0,4.672761458E0,-5.776293604E0,8.929299061E0
2.396922208E0,-4.227497448E0,5.614278953E0,-6.302359411E0,9.439893907E0
2.406882208E0,-5.064861122E0,6.429867888E0,-6.693857980E0,1.057372942E1
2.416842208E0,-5.941871549E0,7.090193367E0,-6.597542644E0,1.136240505E1
2.426802208E0,-4.924640797E0,8.028790762E0,-6.247371610E0,1.130235463E1
2.436762208E0,-3.232442554E0,9.031500539E0,-6.053337606E0,1.134282077E1
2.446722208E0,-2.537916711E0,9.744149827E0,-5.275071448E0,1.136731524E1
2.456682208E0,-2.084989048E0,9.770899669E0,-3.390592488E0,1.055053445E1
2.466643208E0,-5.100862429E-1,9.021408829E0,-8.404583126E-1,9.074820958E0
2.476603208E0,1.332442745E0,7.772462277E0,2.626695571E0,8.311805047E0
2.486563208E0,1.996895774E0,5.793282105E0,8.711923306E0,1.065116510E1
2.496523208E0,2.558579309E0,4.355463470E0,1.168961437E1,1.273434232E1
2.506483208E0,4.165912819E0,5.731935457E0,3.607110499E0,7.951173488E0
2.516443208E0,5.765823580E0,6.727244997E0,-2.130745264E0,9.112662739E0
2.526403208E0,4.609321507E0,6.072769073E0,-3.221772263E0,8.276725529E0
2.536363208E0,3.042971717E0,5.458668172E0,-3.302156275E0,7.068307517E0
2.546323208E0,4.130261468E0,4.333832281E0,-3.174820291E0,6.776477396E0
2.556283208E0,3.291809919E0,3.399855940E0,-2.668786460E0,5.432996791E0
2.566243208E0,1.228916915E0,2.391690127E0,-1.577271219E0,3.117403238E0
2.576204208E0,-1.791026713E0,5.337806225E-2,2.779325149E0,3.306852610E0
2.586164208E0,-3.956944441E0,-1.925640142E0,5.577628605E0,7.104606965E0
2.596124208E0,-2.835344983E0,-9.450246549E-1,5.168143415E-1,3.033042999E0
2.606084208E0,-1.552265894E0,1.127220386E0,-1.101593210E0,2.212162472E0
2.616044208E0,-5.043091938E-1,2.908933654E0,-2.041314440E0,3.589315730E0
2.626004208E0,-9.094206664E-1,2.299990582E-1,-2.160809893E0,2.355641082E0
2.635964208E0,-2.000604370E0,-3.690346198E0,-1.566060061E0,4.480359028E0
2.645924208E0,-3.079007230E0,-1.082268630E1,-2.313080159E0,1.148743505E1
2.655884208E0,-4.074590420E0,-1.896449672E1,-3.649496672E0,1.973761001E1
2.665844208E0,-3.953864420E0,-2.509950063E1,-5.504026778E0,2.599831315E1
2.675804208E0,-2.855056239E0,-2.688128757E1,-6.887830589E0,2.789618573E1
2.685765208E0,-1.050694659E0,-2.295948987E1,-7.180541035E0,2.407908437E1
2.695725208E0,-3.429640487E-2,-1.567839076E1,-6.451316060E0,1.695383709E1
2.705685208E0,-1.326306385E-1,-8.927404897E0,-5.472223188E0,1.047193276E1
2.715645208E0,-1.376495960E-1,-3.832657487E0,-4.512657677E0,5.922186263E0
2.725605208E0,2.348410791E0,2.011325240E-1,-4.275346091E0,4.882015130E0
2.735565208E0,2.654158189E0,2.050349557E0,-3.434886024E0,4.800721924E0
2.745525208E0,9.807414946E-1,3.269160730E0,-2.262698210E0,4.095005366E0
2.755485208E0,-6.582795382E-3,4.111777250E0,-1.239143111E0,4.294441888E0
2.765445208E0,-6.130714980E-1,5.046936482E0,-2.915374947E-1,5.092388303E0
2.775405208E0,-6.260318515E-1,6.337031060E0,6.489182921E-1,6.400857246E0
2.785365208E0,-1.006565138E0,6.563594295E0,4.679838928E0,8.123720566E0
2.795326208E0,-1.427374338E0,5.235506848E0,1.683652654E1,1.768944758E1
2.805286208E0,-3.253413301E0,3.584784075E0,1.077902046E1,1.181620316E1
2.815246208E0,-3.818111661E0,4.105255265E0,6.618774469E0,8.674057466E0
2.825206208E0,-3.879227636E0,4.112836765E0,5.424835013E0,7.835347358E0
2.835166208E0,-3.415793988E0,3.047492784E0,6.419898970E0,7.884793188E0
2.845126208E0,1.269408006E0,2.330506616E0,2.502694838E1,2.516725657E1
2.855086208E0,2.354034935E0,4.164434350E0,1.014443384E1,1.121577157E1
2.865046208E0,2.953921839E0,-2.041424367E0,-7.849816847E0,8.632073459E0
2.875006208E0,2.793816888E0,-2.911044499E0,-7.428790423E0,8.453787318E0
2.884966208E0,1.886655293E0,-9.737952948E-2,-3.984389809E0,4.409570628E0
2.894927208E0,2.559701390E0,7.003093243E-1,-1.083935641E0,2.866604408E0
2.904887208E0,3.453971921E0,2.781357933E0,3.588342690E0,5.704566350E0
2.914847208E0,3.332148983E0,4.857021257E0,5.725744425E0,8.214500688E0
2.924807208E0,3.230259789E0,7.668343831E0,9.763678358E0,1.282838612E1
2.934767208E0,2.615026575E0,9.211578993E0,7.392700238E0,1.209725458E1
2.944727208E0,1.218821405E0,7.281537652E0,-1.205397660E0,7.480594877E0
2.954687208E0,6.393330976E-1,6.697906008E0,-2.508048549E0,7.180598807E0
2.964647208E0,1.770910756E-1,6.384068987E0,-2.554272543E0,6.878372358E0
2.974607208E0,-3.690993485E-1,4.785162485E0,-2.879263712E0,5.596800323E0
2.984567208E0,-7.103466547E-1,2.741060092E0,-3.167688734E0,4.248794501E0
2.994527208E0,-8.832022630E-1,7.758062339E-1,-3.202563282E0,3.411500129E0
3.004487208E0,-9.178774944E-1,-1.119312612E0,-3.095211911E0,3.416971845E0
3.014448208E0,-8.234111939E-1,-3.136288016E0,-2.172832499E0,3.903269090E0
3.024408208E0,-2.430766484E-1,-6.204986898E0,3.734193299E0,7.246043627E0
3.034368208E0,4.053985709E-1,-1.217246691E1,1.630207583E1,2.034922542E1
3.044328208E0,-2.296157733E-1,-1.479334801E1,1.122440872E1,1.857103174E1
3.054288208E0,4.904966086E-1,-1.304660343E1,7.229240155E-1,1.307581994E1
3.064248208E0,1.893714929E0,-1.278041479E1,-2.325971370E0,1.312765406E1
3.074208208E0,3.106434472E0,-1.279195836E1,-3.983325031E0,1.375321825E1
3.084168208E0,3.878706357E0,-1.151963698E1,-5.058055547E0,1.316549752E1
3.094128208E0,4.007567003E0,-9.173994260E0,-5.199484491E0,1.128084230E1
3.104088208E0,3.500070492E0,-7.273086087E0,-4.443616093E0,9.213793934E0
3.114048208E0,3.149954714E0,-5.925382401E0,-3.454727673E0,7.547682730E0
3.124009208E0,3.589551895E0,-5.099759644E0,-2.292319036E0,6.644332757E0
3.133969208E0,4.856204401E0,-4.451840202E0,-4.371115297E-2,6.588134260E0
3.143929208E0,6.573514681E0,-4.013894275E0,2.951821226E0,8.248375056E0
3.153893542E0,7.579473170E0,-3.418025578E0,3.209799796E0,8.912582517E0
3.163853542E0,7.435071502E0,-2.362704894E0,9.031822720E-1,7.853559758E0
3.173813542E0,6.080538853E0,-1.030817342E0,-1.446305868E0,6.334614258E0
